web-scraper-order,web-scraper-start-url,newsselector,newsselector-href,title,description,images-src,topic
"1728749841-244","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Nadal then underwent a medical procedure which required nerves in the foot to be burned to allow him to extend his career.","",""
"1728749841-245","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","However, the creaks in the body were getting louder.","",""
"1728749841-246","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","An abdominal strain forced him out of Wimbledon where he had made the semi-finals.","",""
"1728749841-247","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","He was then struck down with a hip injury at the Australian Open in January as he crashed out in the second round -- his earliest exit at the majors in seven years.","",""
"1728749841-248","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","His wife Mery was in tears as she watched him struggle through to the end.","",""
"1728749841-249","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","Nadal possibly sensed the writing was on the wall in the Laver Cup in London two years ago when he played alongside Federer in the great Swiss star's final tournament.","",""
"1728749841-250","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","At 41, and unable to shake off a knee injury, Federer called it quits.","",""
"1728749841-251","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","The two men wept and even grasped each other's hands as the Federer era ended.","",""
"1728749841-252","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","""When Roger leaves the tour, an important part of my life is leaving too,"" said Nadal.","",""
"1728749841-253","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","","",""
"1728749841-254","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","","",""
"1728749841-255","https://www.thedailystar.net/sports","Rafael Nadal calls time on epic tennis career","https://www.thedailystar.net/tennis/news/rafael-nadal-calls-time-epic-tennis-career-3724596","","","","Tennis"
"1728749844-256","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","A fine bromance: Nadal's epic rivalry with Federer","","",""
"1728749844-257","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","Rafael Nadal and Roger Federer's rivalry started in the sweltering heat of Miami and ended almost two decades later in tears and hand-holding in an emotional London farewell.","",""
"1728749844-258","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","In between, the great friends met 40 times, battling out epics on European clay, London grass and hard courts from the United States to Australia.","",""
"1728749844-259","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","Nadal edged their head-to-head count 24-16, coming out 9-3 on top in Grand Slam finals including his stunning Wimbledon triumph in 2008, widely regarded as one of the greatest finals at the majors.","",""
"1728749844-260","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","However, the statistics only scratch the surface.","",""
"1728749844-261","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","""When Roger leaves the tour, an important part of my life is leaving too,"" admitted a tearful Nadal as he played Laver Cup doubles alongside 41-year-old Federer in the Swiss star's final appearance in September 2022.","",""
"1728749844-262","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","The two clasped hands as Federer hobbled into retirement.","",""
"1728749844-263","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","""Very proud to be part of his career but even for me happier to finish our career as friends after everything we shared on court as rivals,"" said Nadal.","",""
"1728749844-264","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","When Nadal equalled Federer's haul of 20 Grand Slam titles by lifting his 13th French Open in 2020, the Swiss described it as the ""greatest achievement in sport"".","",""
"1728749844-265","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","Federer never begrudged Nadal moving past him to 22 majors.","",""
"1728749844-266","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","""I can call up Rafa and talk about anything,"" said Federer at his emotional farewell in London.","",""
"1728749844-267","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","""We enjoy each other's company. We have a million topics to cover. I always feel like any evening we ever spent together we never have enough time.""","",""
"1728749844-268","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","Twenty years ago, it was another time, another place.","",""
"1728749844-269","https://www.thedailystar.net/sports","A fine bromance: Nadal's epic rivalry with Federer","https://www.thedailystar.net/tennis/news/fine-bromance-nadals-epic-rivalry-federer-3724641","","The only thing they had in common then was respect.","",""
