web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,date,description
"1728738457-185","https://www.prothomalo.com/politics","মন্দিরে বসে কেউ রাজনীতির চর্চা করবেন না: ঢাকেশ্বরী মন্দিরে গয়েশ্বর রায়","https://www.prothomalo.com/politics/mwovmk0m86","","","‘মিডিয়া সত্য বলতে পারে না’"
"1728738457-186","https://www.prothomalo.com/politics","মন্দিরে বসে কেউ রাজনীতির চর্চা করবেন না: ঢাকেশ্বরী মন্দিরে গয়েশ্বর রায়","https://www.prothomalo.com/politics/mwovmk0m86","","","পরে সেখানে উপস্থিত গণমাধ্যমকর্মীদের সঙ্গে কথা বলেন গয়েশ্বর চন্দ্র রায়। তিনি বলেন, এখনো মিডিয়া সত্য কথা বলতে পারে না। যে আকাঙ্ক্ষা নিয়ে গণতন্ত্র পুনঃপ্রতিষ্ঠিত করার আন্দোলন হয়েছে, তেমনটা এখনো লক্ষ করা যাচ্ছে না।"
"1728738457-187","https://www.prothomalo.com/politics","মন্দিরে বসে কেউ রাজনীতির চর্চা করবেন না: ঢাকেশ্বরী মন্দিরে গয়েশ্বর রায়","https://www.prothomalo.com/politics/mwovmk0m86","","","গয়েশ্বর রায় বলেন, ‘আমার ভোট আমি দেব, যাকে খুশি তাকে দেব’ মানুষের এই ভোটের অধিকারের জন্য, গণতন্ত্রের জন্য আমরা দীর্ঘ সময় ধরে লড়াই-সংগ্রাম করছি। আওয়ামী ফ্যাসিবাদী সরকারের বিদায়ের পর দেশে একটি অন্তর্বর্তী সরকার গঠিত হয়েছে। জনগণের প্রত্যাশা, এই সরকার দ্রুততম সময়ে একটি অবাধ-সুষ্ঠু নির্বাচনের ব্যবস্থা করবে, যে নির্বাচনের মধ্য দিয়ে জনগণের প্রতিনিধির সমন্বয়ে একটি পার্লামেন্ট গঠিত হবে। যে আকাঙ্ক্ষা নিয়ে আমরা লড়াইটা করছি, সেই লড়াইয়ের সুফল প্রতিটি মানুষের দুয়ারে পৌঁছে দেবে নির্বাচিত সেই সরকার।’"
"1728738457-188","https://www.prothomalo.com/politics","মন্দিরে বসে কেউ রাজনীতির চর্চা করবেন না: ঢাকেশ্বরী মন্দিরে গয়েশ্বর রায়","https://www.prothomalo.com/politics/mwovmk0m86","","","শুভেচ্ছা বিনিময় শেষে গয়েশ্বর রায় পূজামণ্ডপ পরিদর্শন করেন এবং আসা পুণ্যার্থীদের শুভেচ্ছা জানান। গয়েশ্বর রায় ঢাকেশ্বরী মন্দিরে পৌঁছালে বাংলাদেশ পূজা উদ্‌যাপন পরিষদের সভাপতি বাসুদেব ধর ও সাধারণ সম্পাদক সন্তোষ শর্মা, মহানগর সর্বজনীন পূজা কমিটির সভাপতি জয়ন্ত কুমার দেব, সাধারণ সম্পাদক তাপস চন্দ্র পালসহ নেতারা তাঁকে স্বাগত জানান। অনুষ্ঠানে হিন্দু বৌদ্ধ খ্রিস্টান ঐক্য পরিষদের প্রেসিডিয়াম সদস্য সুব্রত চৌধুরী, মহানগর সর্বজনীন পূজা কমিটির সভাপতি জয়ন্ত দেবসহ অন্য নেতারা বক্তব্য দেন।"
"1728738459-189","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","",""
"1728738459-190","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","প্রকাশ: ১১ অক্টোবর ২০২৪, ২২: ৪৭",""
"1728738459-191","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","শেখ হাসিনাকে দেশে ফিরিয়ে এনে মানবতাবিরোধী অপরাধের বিচার করতে হবে বলে মন্তব্য করেছেন বাংলাদেশ জামায়াতে ইসলামীর আমির শফিকুর রহমান। তিনি বলেছেন, শেখ হাসিনা ও তাঁর সহযোগীদের বিচার জনগণের দাবি। বিচারের মুখোমুখি করা না হলে ভবিষ্যতে তাঁরা আরও অপরাধ করবেন।"
"1728738459-192","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","আন্তর্জাতিক বার্তা সংস্থা এএফপিকে দেওয়া এক সাক্ষাৎকারে এ কথা বলেন জামায়াতের আমির। শুক্রবার এ বিষয়ে প্রতিবেদন প্রকাশ করেছে এএফপি।
 রাজধানীতে জামায়াতে ইসলামীর কার্যালয়ে দেওয়া সাক্ষাৎকারে শফিকুর রহমান বলেন, ‘আমাদের সঙ্গে অবিচার হয়েছে বলে অন্য কারও সঙ্গে অবিচার হোক—এমন নীতিতে আমরা বিশ্বাস করি না। তবে মানুষ তাঁদের (শেখ হাসিনা ও তাঁর সহযোগী) বিচার চায়। যদি বিচারের মুখোমুখি না করা হয়, তাহলে ভবিষ্যতে তাঁরা আরও অপরাধ করবেন।’"
"1728738459-193","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","গত ৫ আগস্ট ছাত্র-জনতার অভ্যুত্থানের মুখে শেখ হাসিনার সরকারের পতন ঘটে। প্রধানমন্ত্রীর পদ ছেড়ে দিয়ে শেখ হাসিনা ভারতে চলে যান। এই অভ্যুত্থান ঘিরে হতাহতের ঘটনায় আন্তর্জাতিক অপরাধ ট্রাইব্যুনালে তাঁর বিরুদ্ধে বেশ কয়েকটি অভিযোগ জমা পড়েছে।"
"1728738459-194","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","মুক্তিযুদ্ধে মানবতাবিরোধী অপরাধের দায়ে এই ট্রাইব্যুনালেই জামায়াতের কয়েকজন নেতাকে মৃত্যুদণ্ড দেওয়া হয়। শফিকুর রহমান বলেন, ‘দেশে যখন মানবতাবিরোধী অপরাধ হবে, তখন তা আন্তর্জাতিক অপরাধ ট্রাইব্যুনালে বিচার করতে কোনো সমস্যা নেই।’"
"1728738459-195","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","আগামী জাতীয় সংসদ নির্বাচনে জামায়াত অংশ নেবে বলে সাক্ষাৎকারে জানান দলটির আমির। তবে এ নির্বাচন আয়োজনের আগে অন্তর্বর্তী সরকারকে সংস্কারের জন্য প্রয়োজনীয় সময় দিতে চান তিনি। শফিকুর রহমান বলেন, ‘সংস্কার ছাড়া নির্বাচন অর্থবহ হবে না।’"
"1728738459-196","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","বিএনপির সঙ্গে বর্তমানে জামায়াতের কোনো জোট নেই বলে জানান শফিকুর রহমান। তবে দলটির ভাইস চেয়ারম্যান তারেক রহমান বাংলাদেশে ফিরে আসুক, তা চান তিনি। তিনি বলেন, ‘আমাদের (জামায়াত) বিরুদ্ধে অনেক মিথ্যা মামলা রয়েছে। তাই আমরা বিশ্বাস করি, তাঁর (তারেক রহমান) বিরুদ্ধেও মিথ্যা মামলা হয়েছে।’"
"1728738459-197","https://www.prothomalo.com/politics","এএফপিকে সাক্ষাৎকার দেশে ফিরিয়ে এনে শেখ হাসিনার বিচার চান জামায়াতের আমির","https://www.prothomalo.com/politics/6lvpimflt3","","","এ সময় জামায়াতের সঙ্গে কোনো উগ্রবাদী সংগঠনের সংশ্লিষ্টতার বিষয়টি নাকচ করে দেন শফিকুর রহমান। তিনি বলেন, গণতান্ত্রিক প্রক্রিয়ার প্রতি জামায়াত দীর্ঘদিন ধরে প্রতিশ্রুতিবদ্ধ। শেখ হাসিনার পতনের পর হিন্দু সম্প্রদায়ের ওপর হামলার নিন্দা জানিয়েছে তাঁর দল। এমনকি মন্দির ও মাজারের সুরক্ষার লক্ষ্যে পাহারাও দিয়েছেন জামায়াতের সদস্যরা।"
"1728738461-198","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","",""
"1728738461-199","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","","প্রকাশ: ১১ অক্টোবর ২০২৪, ২২: ৪৯",""
"1728738461-200","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","","","সন্ত্রাসী হামলার সঙ্গে সম্পৃক্ততার অভিযোগে এবার দলের কেন্দ্রীয় নির্বাহী কমিটির সদস্য শেখ রবিউল আলমকে (রবি) কারণ দর্শানোর নোটিশ দিয়েছে বিএনপি। আজ শুক্রবার তাঁকে এ নোটিশ দিয়ে আগামী ২৪ ঘণ্টার মধ্যে জবাব দিতে বলা হয়।"
"1728738461-201","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","","","রাজধানীর হাতিরঝিল এলাকায় প্লিজেন্ট প্রপার্টি নামে একটি আবাসন নির্মাণ প্রতিষ্ঠানের সঙ্গে বিরোধের জেরে জমির মালিকের ছেলে তানজিল জাহান ইসলাম ওরফে তামিম (৩৪) গতকাল বৃহস্পতিবার সকালে খুন হন। তানজিল ঢাকার বেসরকারি টেলিভিশন চ্যানেল দীপ্ত টিভির সম্প্রচার কর্মকর্তা ছিলেন।"
"1728738461-202","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","","","তানজিলের মামা মাসুদ করিম প্রথম আলোকে বলেন, প্লিজেন্ট প্রপার্টির ব্যবস্থাপনা পরিচালক শেখ রবিউল আলম এই হত্যার নির্দেশদাতা।"
"1728738461-203","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","","","প্লিজেন্ট প্রপার্টির ব্যবস্থাপনা পরিচালক (এমডি) শেখ রবিউল আলম ২০১৮ সালের জাতীয় সংসদ নির্বাচনে ঢাকা–১০ আসনে বিএনপির প্রার্থী ছিলেন।"
"1728738461-204","https://www.prothomalo.com/politics","তানজিল হত্যা ২৪ ঘণ্টার মধ্যে জবাব দিতে রবিউল আলমকে বিএনপির নোটিশ","https://www.prothomalo.com/politics/6tkft4feye","","","বিএনপির জ্যেষ্ঠ যুগ্ম মহাসচিব রুহুল কবির রিজভীর নামে পাঠানো কারণ দর্শানোর নোটিশে বিএনপি হত্যাকাণ্ডের সঙ্গে রবিউল আলমের সম্পৃক্ততার অভিযোগও উল্লেখ করেছে। তাতে বলা হয়, ‘গতকাল সন্ত্রাসী হামলায় দীপ্ত টিভির সম্প্রচার কর্মকর্তা তানজিল জাহান নিহত হওয়ার ঘটনায় আপনি জড়িত আছেন মর্মে একটি সংবাদ বিভিন্ন গণমাধ্যমে প্রকাশিত হয়েছে। এ ধরনের সন্ত্রাসী কর্মকাণ্ডে জড়িত থাকার অভিযোগের কারণে দলের শৃঙ্খলা ও ভাবমূর্তি ক্ষুণ্ন হয়েছে। সুতরাং কেন আপনার বিরুদ্ধে সাংগঠনিক ব্যবস্থা গ্রহণ করা হবে না, তার যথাযথ কারণ দর্শিয়ে আগামী ২৪ ঘণ্টার মধ্যে একটি লিখিত জবাব নয়াপল্টনে দলের কেন্দ্রীয় কার্যালয়ে জমা দেওয়ার জন্য আপনাকে নির্দেশ প্রদান করা হলো।’"
"1728738463-205","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","",""
"1728738463-206","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","প্রকাশ: ১২ অক্টোবর ২০২৪, ০৮: ৫২",""
"1728738463-207","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","সারা দেশে বিএনপির বিভিন্ন পর্যায়ের ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ পড়েছে দলটির শীর্ষ নেতৃত্বের কাছে। সংশ্লিষ্ট সূত্র জানিয়েছে, ৫ আগস্টের পটপরিবর্তনের পর হামলা, দখল, অর্থ দাবি, আধিপত্য বিস্তার এবং দলীয় নির্দেশনা অমান্য করাসহ সুনির্দিষ্ট অভিযোগে গত দুই মাসে এক হাজারের বেশি নেতার বিরুদ্ধে ব্যবস্থা নিয়েছে বিএনপি। এর মধ্যে বহিষ্কার, অব্যাহতি, পদাবনতি ও কমিটি বাতিল করার মতো কঠোর ব্যবস্থা গ্রহণের পরও অভিযোগ আসা এখনো থামেনি।"
"1728738463-208","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","ছাত্র-জনতার অভ্যুত্থানে শেখ হাসিনা সরকারের পতনের পর বিভিন্ন স্থানে নেতা-কর্মীদের একটি অংশ নানা বিতর্কিত কর্মকাণ্ডে জড়ায়। ক্ষমতার দ্বারপ্রান্তে এসে গেছে ধরে নিয়ে তাঁরা কোথাও হামলা, চাঁদাবাজি, দখল, আবার কোথাও আধিপত্য বিস্তারে সংঘর্ষ ও হাঙ্গামায় লিপ্ত হন। তাঁদের নিবৃত্ত করতে শীর্ষ নেতৃত্বকে শাস্তিমূলক সাংগঠনিক ব্যবস্থা নিতে হয়। দলের দায়িত্বশীল নেতারা বলছেন, এত কম সময়ে এত বিপুলসংখ্যক নেতার বিরুদ্ধে কঠোর ব্যবস্থা নেওয়ার ঘটনা বিএনপিতে এই প্রথম।"
"1728738463-209","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","তবে বিএনপি নেতাদের অনেকে বলছেন, এই ‘অবাধ্য’ নেতা-কর্মীদের গত দুই মাসের কর্মকাণ্ড ১৫ বছর ধরে নির্যাতন-নিপীড়নের শিকার দলকে সমালোচনার জায়গায় নিয়ে গেছে। বিশেষ করে, একটি বড় রাজনৈতিক পরিবর্তনের পর বিএনপি আগামী দিনের রাজনীতিতে বা ক্ষমতায় গেলে নেতা-কর্মীরা কী ধরনের আচরণ করতে পারেন, বিতর্কিত কর্মকাণ্ডগুলো সেসব প্রশ্নের মুখোমুখি করেছে। যার নেতিবাচক প্রভাব পড়তে পারে আগামী জাতীয় সংসদ নির্বাচনে।"
"1728738463-210","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","সংশ্লিষ্ট ব্যক্তিরা বলছেন, এ বিষয়গুলো মাথায় রেখে বিএনপির শীর্ষ নেতৃত্ব মাঠপর্যায়ের নেতা-কর্মীদের অপরাধমূলক কর্মকাণ্ড এবং দলীয় শৃঙ্খলার ব্যাপারে খুব কঠোর অবস্থান নিয়েছেন। গত ১১ আগস্ট দলের বরিশাল বিভাগের সাংগঠনিক সম্পাদক বিলকিস জাহানের পদ স্থগিত করার মধ্য দিয়ে সাংগঠনিক ব্যবস্থা গ্রহণ শুরু হয়। সর্বশেষ গতকাল শুক্রবার রাজধানীর হাতিরঝিল এলাকায় দীপ্ত টিভির সম্প্রচার কর্মকর্তা তানজিল জাহান হত্যার ঘটনায় সম্পৃক্ততার অভিযোগে বিএনপির কেন্দ্রীয় নির্বাহী কমিটির সদস্য রবিউল আলমকে কারণ দর্শানোর নোটিশ দিয়েছে দলটি।"
"1728738463-211","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","বিএনপির কেন্দ্রীয় দপ্তর সূত্র জানিয়েছে, এ পর্যন্ত ১ হাজার ২৩ জন নেতার বিরুদ্ধে বিভিন্ন ধরনের ব্যবস্থা নেওয়া হয়েছে। এর মধ্যে ৫২৩ জনকে কারণ দর্শানোর নেটিশ, ৪৩৭ জনকে বহিষ্কার, ২৪ জনের পদ স্থগিত, ৩৫ জনকে সতর্ক এবং ৪ জনকে সাংগঠনিক শৃঙ্খলা ভঙ্গের নোটিশ দেওয়া হয়েছে। ব্যবস্থা নেওয়া নেতাদের মধ্যে দলের নীতিনির্ধারণী পর্ষদ স্থায়ী কমিটির সদস্য থেকে শুরু করে চেয়ারপারসনের উপদেষ্টা পরিষদের সদস্য এবং কেন্দ্রীয় যুগ্ম মহাসচিব ও বিভাগীয় সাংগঠনিক সম্পাদকসহ বিভিন্ন স্তরের গুরুত্বপূর্ণ নেতারা রয়েছেন। এর মধ্যে কারও কারও বিরুদ্ধে গণমাধ্যমে খবর প্রকাশের পর, আবার অনেকের বিরুদ্ধে দলীয়ভাবে অভিযোগ পাওয়ার পর ব্যবস্থা নেওয়া হয়। তাঁদের মধ্যে স্থায়ী কমিটির সদস্য সালাহউদ্দিন আহমেদ, চেয়ারপারসনের উপদেষ্টা পরিষদের সদস্য রুহুল কুদ্দুস তালুকদার ও এম মাহবুব উদ্দিন খোকন, যুগ্ম মহাসচিব খায়রুল কবির খোকন, সাংগঠনিক সম্পাদক শামা ওবায়েদ ও বিলকিস জাহান, কৃষক দলের সাধারণ সম্পাদক শহিদুল ইসলাম উল্লেখযোগ্য।"
"1728738463-212","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","এ বিষয়ে জানতে চাইলে বিএনপির কেন্দ্রীয় দপ্তরের দায়িত্বে থাকা জ্যেষ্ঠ যুগ্ম মহাসচিব রুহুল কবির রিজভী প্রথম আলোকে বলেন, ‘বিএনপির নামে কেউ কেউ দখলদারি, চাঁদাবাজি করতে পারে। কিন্তু আমরা ইতিমধ্যে বিএনপিসহ বিভিন্ন অঙ্গ ও সহযোগী সংগঠনের প্রায় চার শর বেশি বহিষ্কার করেছি, অনেকের পদ স্থগিত করা হয়েছে। কই মিডিয়ায় তো এসব লেখা হয় না। তারেক রহমানের নির্দেশে দখলদারত্বে যার নাম পাওয়া যাচ্ছে, সঙ্গে সঙ্গে ব্যবস্থা নেওয়া হচ্ছে।’"
"1728738463-213","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","গত ২৮ সেপ্টেম্বর রাতে হঠাৎ করেই ঢাকা মহানগর উত্তরের কমিটি বাতিল করে বিএনপি। কিন্তু ঠিক কী অভিযোগে এই কমিটি বাতিল করা হলো, তার সুনির্দিষ্ট কোনো কারণ জানানো হয়নি। দলের নেতারাও এ বিষয়ে কিছু বলছেন না।"
"1728738463-214","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","তবে প্রথম আলোকে দেওয়া এক সাক্ষাৎকারে এ বিষয়টির উল্লেখ করেছিলেন বিএনপির মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর। তিনি বলেন, ‘আমরা এতটুকু কোনো অভিযোগ পেলে সঙ্গে সঙ্গে অ্যাকশন (ব্যবস্থা) নিয়েছি। আমরা ঢাকা সিটির উত্তরের কমিটি বাতিল করেছি। কেন করেছি, নিশ্চয়ই অভিযোগ আছে।’"
"1728738463-215","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","নতুন নেতৃত্ব ঘোষণার মাত্র আড়াই মাসের ব্যবধানে এই কমিটি বিলুপ্তির পর ঢাকা মহানগর উত্তরের আহ্বায়ক সাইফুল আলম (নীরব) ও সদস্যসচিব আমিনুল হককে নিয়ে নেতা-কর্মীদের মধ্যে নানা গুঞ্জন ও আলোচনা চলছে। কেউ বলছেন, সাইফুল আলমের বিরুদ্ধে দলের শীর্ষ নেতৃত্বের কাছে দখল-অর্থ দাবির সুনির্দিষ্ট অভিযোগ গেছে। আবার কেউ বলছেন, সাবেক ফুটবলার আমিনুল হকের বিরুদ্ধে চট্টগ্রাম বন্দরের বিতর্কিত ব্যবসায়ী ও শেখ হাসিনা সরকারের বিশেষ সুবিধাভোগী হিসেবে পরিচিত তরফদার রুহুল আমিনের কাছ থেকে আর্থিক সুবিধা নেওয়ার অভিযোগে কমিটি বাতিল করা হয়েছে। তরফদার রুহুল আমিন চট্টগ্রাম আবাহনী ক্লাবের ফুটবল কমিটির চেয়ারম্যান ছিলেন। তিনি এবার বাংলাদেশ ফুটবল ফেডারেশনের (বাফুফে) সভাপতি পদে নির্বাচন করার ঘোষণা দিয়েছেন। তাঁর সমর্থনে মাঠে নামেন বিএনপির নেতা আমিনুল হক। যদিও ফেডারেশনের সভাপতি পদে বিএনপির আরেক নেতা ও ফুটবলার তাবিথ আউয়ালও একজন প্রার্থী। যিনি বিএনপির কেন্দ্রীয় আন্তর্জাতিকবিষয়ক কমিটির সদস্য এবং ঢাকা উত্তর সিটি করপোরেশন নির্বাচনে মেয়র পদে গত দুবারের প্রার্থী। ফুটবল ফেডারেশনের সঙ্গেও তাঁর সম্পৃক্ততা দীর্ঘদিনের।"
"1728738463-216","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","এ অভিযোগের ব্যাপারে আমিনুল হক প্রথম আলোকে বলেন, ‘তরফদার রুহুল আমিন সুবিধাবাদী ব্যবসায়ী ঠিক আছে, কিন্তু তিনি তো আওয়ামী লীগের পদধারী কোনো নেতা নন। তাঁর সঙ্গে আমার মাত্র এক দিনের পরিচয়। ক্রীড়াঙ্গনের লোকেরা আমাকে বলেছেন, উনি (তরফদার) হলে ফেডারেশনের ভালো হবে, ক্রীড়ার বিষয়ে তাঁর মানসিকতা, আগ্রহ আছে। যেহেতু আমরা ক্রীড়াঙ্গনকে দলীয়করণ করব না, সে জন্য আমি সমর্থন দিয়েছি। আর তাবিথ আউয়াল যে প্রার্থী হবেন, সেটা আমি জানতাম না।’"
"1728738463-217","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","আমিনুল হক দাবি করেন, বিএনপির ঢাকা উত্তর কমিটির আহ্বায়কের (সাইফুল আলম) ব্যাপারে ভারপ্রাপ্ত চেয়ারম্যানের কাছে বিভিন্ন অভিযোগ গেছে। সে কারণেই কমিটি বাতিল করা হয়েছে।"
"1728738463-218","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","তবে সাইফুল আলম প্রথম আলোকে বলেছেন, ‘আমার প্রতিপক্ষ আমিনুল হকেরা আগে থেকেই আমাকে চাঁদাবাজ বানানোর চেষ্টা করছে। কিন্তু আমি কোথায় চাঁদাবাজি করেছি, কার বাড়ি, দোকান দখল করেছি, তার কোনো প্রমাণ নেই।’ তাঁর পাল্টা অভিযোগ, বিতর্কিত ব্যবসায়ী তরফদার রুহুল আমিন থেকে আর্থিক সুবিধা নেওয়ার অভিযোগে কমিটি বাতিল করা হয়েছে।"
"1728738463-219","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","এরই মধ্যে ঢাকা মহানগর উত্তরের কমিটি ছাড়াও চট্টগ্রাম দক্ষিণ জেলা, কুড়িগ্রাম, কুষ্টিয়া, মাগুরা ও খুলনা জেলা কমিটি বাতিল করা হয়েছে।"
"1728738463-220","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","বিএনপির বিভিন্ন পর্যায়ের নেতা-কর্মীদের সঙ্গে কথা বলে জানা গেছে, ৫ আগস্টের পটপরিবর্তনের পর কেন্দ্রীয় ও মাঠপর্যায়ের গুরুত্বপূর্ণ অনেক নেতার বিরুদ্ধে নানা ধরনের অভিযোগ ওঠে। এর মধ্যে অনেকের বিরুদ্ধে ব্যবস্থা নেওয়া হলেও কেউ কেউ বাদ পড়েছেন। এঁদের মধ্যে বিএনপির কেন্দ্রীয় সহসাংগঠনিক সম্পাদক নজরুল ইসলাম আজাদ, ঢাকা জেলা বিএনপির সভাপতি খন্দকার আবু আশফাক, ঢাকা মহানগর দক্ষিণ বিএনপির আহ্বায়ক রফিকুল আলম, যুবদলের সভাপতি আবদুল মোনায়েমসহ (মুন্না) কিছু নেতার নাম মুখে মুখে।"
"1728738463-221","https://www.prothomalo.com/politics","বিএনপির ‘অবাধ্য’ নেতাদের বিরুদ্ধে অভিযোগের স্তূপ","https://www.prothomalo.com/politics/j02vd8at34","","","সংশ্লিষ্টরা জানান, নজরুল ইসলামের বিরুদ্ধে নারায়ণগঞ্জে রপ্তানিমুখী পোশাক প্রস্তুতকারী প্রতিষ্ঠান ফকির গ্রুপের কাছে সুবিধা দাবি, আবু আশফাকের নেতৃত্বে বায়রা ভবনে ভাঙচুরের অভিযোগ রয়েছে। আর রফিকুল আলমের বিরুদ্ধে শান্তিনগরের ‘ইস্টার্ন প্লাস’ মার্কেটের কমিটি দখলসহ ঢাকা ও ফেনীর বিভিন্ন জায়গায় চাঁদাবাজি, আবদুল মোনায়েমের বিরুদ্ধে এক পরিবহন ব্যবসায়ীর কাছে চাঁদা দাবির অভিযোগ উঠেছে। এসব ঘটনা বিএনপির ভারপ্রাপ্ত চেয়ারম্যানকে জানানো হয়েছে বলে ওই সূত্র জানিয়েছে।"
